feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1	1389	+							CMV30_00005	1389		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1	1389	+	ATC62485.1			chromosomal replication initiator protein DnaA			CMV30_00005	1389	462	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1413	1805	+							CMV30_00010	393		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1413	1805	+	ATC62486.1			hypothetical protein			CMV30_00010	393	130	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1817	2935	+							CMV30_00015	1119		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	1817	2935	+	ATC62487.1			DNA alkylation repair protein			CMV30_00015	1119	372	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	2968	3378	+							CMV30_00020	411		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	2968	3378	+	ATC62488.1			hypothetical protein			CMV30_00020	411	136	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	3375	3839	+							CMV30_00025	465		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	3375	3839	+	ATC62489.1			hypothetical protein			CMV30_00025	465	154	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	3900	4718	+					lgt		CMV30_00030	819		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	3900	4718	+	ATC62490.1			prolipoprotein diacylglyceryl transferase	lgt		CMV30_00030	819	272	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	4800	6638	+							CMV30_00035	1839		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	4800	6638	+	ATC62491.1			hypothetical protein			CMV30_00035	1839	612	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	6685	7149	-							CMV30_00040	465		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	6685	7149	-	ATC62492.1			hypothetical protein			CMV30_00040	465	154	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	7179	8183	-							CMV30_00045	1005		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	7179	8183	-	ATC65896.1			agmatine deiminase			CMV30_00045	1005	334	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	8264	9157	-							CMV30_00050	894		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	8264	9157	-	ATC62493.1			acyltransferase			CMV30_00050	894	297	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	9267	10127	-							CMV30_00055	861		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	9267	10127	-	ATC62494.1			ATP phosphoribosyltransferase			CMV30_00055	861	286	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	10351	11145	+							CMV30_00060	795		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	10351	11145	+	ATC62495.1			transcriptional regulator			CMV30_00060	795	264	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	11275	12159	-							CMV30_00065	885		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	11275	12159	-	ATC65897.1			5'-3' exonuclease			CMV30_00065	885	294	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	12302	12844	+							CMV30_00070	543		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	12302	12844	+	ATC62496.1			NUDIX hydrolase			CMV30_00070	543	180	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	12994	14097	+					pdhA		CMV30_00075	1104		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	12994	14097	+	ATC62497.1			pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	pdhA		CMV30_00075	1104	367	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	14215	15192	+							CMV30_00080	978		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	14215	15192	+	ATC62498.1			alpha-ketoacid dehydrogenase subunit beta			CMV30_00080	978	325	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	15307	16638	+							CMV30_00085	1332		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	15307	16638	+	ATC62499.1			pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase			CMV30_00085	1332	443	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	16800	20075	+							CMV30_00090	3276		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	16800	20075	+	ATC62500.1			hypothetical protein			CMV30_00090	3276	1091	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	20072	20893	+							CMV30_00095	822		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	20072	20893	+	ATC62501.1			hypothetical protein			CMV30_00095	822	273	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	20966	22927	-							CMV30_00100	1962		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	20966	22927	-	ATC62502.1			phosphoglucomutase			CMV30_00100	1962	653	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	22987	24411	-							CMV30_00105	1425		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	22987	24411	-	ATC62503.1			2-alkenal reductase			CMV30_00105	1425	474	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	24495	24812	-							CMV30_00110	318		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	24495	24812	-	ATC65898.1			septum formation initiator			CMV30_00110	318	105	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	24944	25759	+							CMV30_00115	816		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	24944	25759	+	ATC62504.1			ATPase			CMV30_00115	816	271	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	25783	26445	+							CMV30_00120	663		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	25783	26445	+	ATC62505.1			hypothetical protein			CMV30_00120	663	220	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	26470	27852	+							CMV30_00125	1383		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	26470	27852	+	ATC62506.1			exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase			CMV30_00125	1383	460	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	28033	29547	+							CMV30_00130	1515		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	28033	29547	+	ATC62507.1			polymerase			CMV30_00130	1515	504	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	29605	30309	-							CMV30_00135	705		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	29605	30309	-	ATC62508.1			oxidoreductase			CMV30_00135	705	234	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	30421	32214	-							CMV30_00140	1794		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	30421	32214	-	ATC62509.1			hypothetical protein			CMV30_00140	1794	597	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	32190	34187	-							CMV30_00145	1998		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	32190	34187	-	ATC62510.1			hypothetical protein			CMV30_00145	1998	665	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	34246	35394	-							CMV30_00150	1149		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	34246	35394	-	ATC62511.1			hypothetical protein			CMV30_00150	1149	382	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	35580	36896	+							CMV30_00155	1317		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	35580	36896	+	ATC65899.1			DNA recombination protein RmuC			CMV30_00155	1317	438	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37113	37523	+							CMV30_00160	411		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37113	37523	+	ATC62512.1			hypothetical protein			CMV30_00160	411	136	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37546	37752	-							CMV30_00165	207		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37546	37752	-	ATC62513.1			hypothetical protein			CMV30_00165	207	68	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37866	38696	+							CMV30_00170	831		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	37866	38696	+	ATC62514.1			molybdenum cofactor biosysynthesis protein			CMV30_00170	831	276	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	38719	39477	-							CMV30_00175	759		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	38719	39477	-	ATC62515.1			glycosyl hydrolase			CMV30_00175	759	252	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	39588	40196	-							CMV30_00180	609		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	39588	40196	-	ATC62516.1			hypothetical protein			CMV30_00180	609	202	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	40189	40581	-							CMV30_00185	393		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	40189	40581	-	ATC62517.1			peptide chain release factor-like protein			CMV30_00185	393	130	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	40690	41664	+							CMV30_00190	975		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	40690	41664	+	ATC62518.1			ATPase			CMV30_00190	975	324	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	41681	42106	+							CMV30_00195	426		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	41681	42106	+	ATC62519.1			hypothetical protein			CMV30_00195	426	141	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	42111	42815	+							CMV30_00200	705		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	42111	42815	+	ATC62520.1			hypothetical protein			CMV30_00200	705	234	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	42868	43809	+							CMV30_00205	942		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	42868	43809	+	ATC62521.1			DUF58 domain-containing protein			CMV30_00205	942	313	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	43835	45043	+							CMV30_00210	1209		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	43835	45043	+	ATC62522.1			hypothetical protein			CMV30_00210	1209	402	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	45040	46986	+							CMV30_00215	1947		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	45040	46986	+	ATC62523.1			hypothetical protein			CMV30_00215	1947	648	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	46993	49518	+							CMV30_00220	2526		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	46993	49518	+	ATC62524.1			hypothetical protein			CMV30_00220	2526	841	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	49528	50079	-							CMV30_00225	552		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	49528	50079	-	ATC62525.1			NUDIX hydrolase			CMV30_00225	552	183	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	50190	50768	-							CMV30_00230	579		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	50190	50768	-	ATC62526.1			TIGR00730 family Rossman fold protein			CMV30_00230	579	192	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	50845	51732	+							CMV30_00235	888		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	50845	51732	+	ATC62527.1			tRNA glutamyl-Q synthetase			CMV30_00235	888	295	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	51729	52259	+							CMV30_00240	531		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	51729	52259	+	ATC62528.1			molybdopterin adenylyltransferase			CMV30_00240	531	176	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	52277	53221	-					ribF		CMV30_00245	945		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	52277	53221	-	ATC62529.1			riboflavin biosynthesis protein RibF	ribF		CMV30_00245	945	314	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	53218	53943	-					truB		CMV30_00250	726		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	53218	53943	-	ATC62530.1			tRNA pseudouridine(55) synthase TruB	truB		CMV30_00250	726	241	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	53953	54969	-							CMV30_00255	1017		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	53953	54969	-	ATC62531.1			DHH family phosphoesterase			CMV30_00255	1017	338	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	54972	55364	-					rbfA		CMV30_00260	393		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	54972	55364	-	ATC62532.1			ribosome-binding factor A	rbfA		CMV30_00260	393	130	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	55476	58052	-							CMV30_00265	2577		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	55476	58052	-	ATC62533.1			translation initiation factor IF-2			CMV30_00265	2577	858	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	58099	59322	-							CMV30_00270	1224		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	58099	59322	-	ATC62534.1			transcription termination/antitermination protein NusA			CMV30_00270	1224	407	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	59425	60717	-							CMV30_00275	1293		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	59425	60717	-	ATC62535.1			hypothetical protein			CMV30_00275	1293	430	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	60714	61202	-							CMV30_00280	489		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	60714	61202	-	ATC62536.1			RNA-binding protein			CMV30_00280	489	162	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	61393	62553	+							CMV30_00285	1161		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	61393	62553	+	ATC62537.1			MFS transporter			CMV30_00285	1161	386	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	62611	63879	-					lepB		CMV30_00290	1269		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	62611	63879	-	ATC62538.1			signal peptidase I	lepB		CMV30_00290	1269	422	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	64022	65821	-					lepA		CMV30_00295	1800		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	64022	65821	-	ATC62539.1			elongation factor 4	lepA		CMV30_00295	1800	599	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	65902	66816	-					fabD		CMV30_00300	915		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	65902	66816	-	ATC62540.1			[acyl-carrier-protein] S-malonyltransferase	fabD		CMV30_00300	915	304	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	66895	68685	-							CMV30_00305	1791		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	66895	68685	-	ATC62541.1			ABC transporter			CMV30_00305	1791	596	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	68939	71377	+							CMV30_00310	2439		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	68939	71377	+	ATC62542.1			hypothetical protein			CMV30_00310	2439	812	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	71533	72603	+							CMV30_00315	1071		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	71533	72603	+	ATC62543.1			LacI family transcriptional regulator			CMV30_00315	1071	356	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	72747	73583	-							CMV30_00320	837		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	72747	73583	-	ATC62544.1			1,4-dihydroxy-2-naphthoyl-CoA synthase			CMV30_00320	837	278	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	73716	75617	+							CMV30_00325	1902		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	73716	75617	+	ATC62545.1			potassium transporter			CMV30_00325	1902	633	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	75821	77242	-							CMV30_00330	1422		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	75821	77242	-	ATC62546.1			glutamate--tRNA ligase			CMV30_00330	1422	473	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	77311	78132	-							CMV30_00335	822		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	77311	78132	-	ATC62547.1			RNA pseudouridine synthase			CMV30_00335	822	273	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	78195	78560	+							CMV30_00340	366		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	78195	78560	+	ATC62548.1			hypothetical protein			CMV30_00340	366	121	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	78587	78961	+					raiA		CMV30_00345	375		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	78587	78961	+	ATC62549.1			ribosomal subunit interface protein	raiA		CMV30_00345	375	124	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	79138	80319	-							CMV30_00350	1182		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	79138	80319	-	ATC62550.1			permease			CMV30_00350	1182	393	
gene	tRNA	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	80471	80547	-							CMV30_00355	77		
tRNA		GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	80471	80547	-				tRNA-Arg			CMV30_00355	77		anticodon=ACG
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	80659	81567	-							CMV30_00360	909		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	80659	81567	-	ATC62551.1			LysR family transcriptional regulator			CMV30_00360	909	302	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	81667	82734	+							CMV30_00365	1068		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	81667	82734	+	ATC62552.1			nitrate ABC transporter ATP-binding protein			CMV30_00365	1068	355	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	82715	84013	+							CMV30_00370	1299		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	82715	84013	+	ATC62553.1			nitrate ABC transporter substrate-binding protein			CMV30_00370	1299	432	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	84097	84936	+					ntrB		CMV30_00375	840		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	84097	84936	+	ATC62554.1			nitrate ABC transporter, permease protein	ntrB		CMV30_00375	840	279	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	84947	86197	+							CMV30_00380	1251		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	84947	86197	+	ATC62555.1			nitrate ABC transporter substrate-binding protein			CMV30_00380	1251	416	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	86216	87124	+							CMV30_00385	909		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	86216	87124	+	ATC62556.1			nitrate ABC transporter ATP-binding protein			CMV30_00385	909	302	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	87121	87957	+							CMV30_00390	837		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	87121	87957	+	ATC62557.1			bacitracin ABC transporter ATP-binding protein			CMV30_00390	837	278	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	88077	89606	+							CMV30_00395	1530		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	88077	89606	+	ATC62558.1			hypothetical protein			CMV30_00395	1530	509	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	90054	91259	+							CMV30_00400	1206		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	90054	91259	+	ATC62559.1			MFS transporter			CMV30_00400	1206	401	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	91415	93130	+							CMV30_00405	1716		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	91415	93130	+	ATC65900.1			serine/threonine protein phosphatase			CMV30_00405	1716	571	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	93227	95026	+					nirA		CMV30_00410	1800		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	93227	95026	+	ATC62560.1			ferredoxin--nitrite reductase	nirA		CMV30_00410	1800	599	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	95076	96836	+							CMV30_00415	1761		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	95076	96836	+	ATC62561.1			sulfite reductase subunit alpha			CMV30_00415	1761	586	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	96903	98645	+							CMV30_00420	1743		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	96903	98645	+	ATC62562.1			molybdopterin oxidoreductase			CMV30_00420	1743	580	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	98708	100954	+							CMV30_00425	2247		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	98708	100954	+	ATC62563.1			nitrate reductase			CMV30_00425	2247	748	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	101028	101453	-							CMV30_00430	426		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	101028	101453	-	ATC65901.1			OsmC family peroxiredoxin			CMV30_00430	426	141	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	101657	102220	+							CMV30_00435	564		
CDS	with_protein	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	101657	102220	+	ATC65902.1			hypothetical protein			CMV30_00435	564	187	
gene	protein_coding	GCA_002310495.1	Primary Assembly	chromosome		CP023344.1	102259	102726	+							CMV30_00440	468		
